ID_individual,wound_type,wound_Stage,Species,Sex,Length_mm,Weight_g
ATS_2018_332,B,late,ATS,F,58.5,2.48
ATS_2018_334,B,late,ATS,M,65.2,2.49
ATS_2018_334,B,late,ATS,M,65.2,2.49
ATS_2018_334,B,late,ATS,M,65.2,2.49
ATS_2018_334,B,late,ATS,M,65.2,2.49
ATS_2018_335,B,late,ATS,M,57,1.91
ATS_2018_335,B,late,ATS,M,57,1.91
ATS_2018_337,B,late,ATS,F,56.5,1.65
ATS_2018_339,B,late,ATS,F,69,3.63
ATS_2018_339,B,late,ATS,F,69,3.63
ATS_2018_340,B,late,ATS,F,57.1,1.96
ATS_2018_340,B,late,ATS,F,57.1,1.96
ATS_2018_341,B,late,ATS,F,66.2,3.38
ATS_2018_343,B,late,ATS,F,55.5,1.73
ATS_2018_344,B,late,ATS,F,67.5,2.67
ATS_2018_345,B,early,ATS,M,67.1,3.38
ATS_2018_346,B,late,ATS,F,68.6,3.39
ATS_2018_348,B,mid,ATS,F,54,1.66
ATS_2018_348,B,late,ATS,F,54,1.66
ATS_1990_003,A,early,ATS,M,58.4,1.36
ATS_1990_004,A,early,ATS,M,55.9,1.13
ATS_1990_013,A,early,ATS,F,73.7,4.08
CHIN_1992_008,A,early,CHIN,M,51.4,
ATS_1992_007,A,mid,ATS,F,78.7,5.44
CHIN_1992_020,A,early,CHIN,M,69.9,3.33
CHIN_1992_022,A,mid,CHIN,M,63.5,2.49
CHIN_1992_023,A,early,CHIN,M,101.6,10.43
CHIN_1992_024,A,mid,CHIN,M,52.1,1.36
CHIN_1992_026,A,mid,CHIN,M,58.4,
ATS_1992_010,A,mid,ATS,F,64.8,3.86
CHIN_1992_032,A,mid,CHIN,M,57.2,
ATS_1992_012,A,mid,ATS,F,75.6,4.31
CHIN_1992_034,A,early,CHIN,M,76.2,
CHIN_1992_035,A,early,CHIN,M,94,
ATS_1992_016,A,early,ATS,M,43.8,1.13
CHIN_1992_041,A,mid,CHIN,M,78.7,
CHIN_1992_042,A,mid,CHIN,M,62.2,
RBT_1992_005,A,early,RBT,F,58.4,1.81
CHIN_1992_043,A,mid,CHIN,M,58.4,
CHIN_1992_044,A,early,CHIN,M,57.2,
CHIN_1992_047,A,mid,CHIN,M,53.3,
BRT_1992_009,A,early,BRT,M,57.2,
CHIN_1992_048,A,mid,CHIN,M,80,
CHIN_1992_049,A,early,CHIN,M,61,
BRT_1992_014,A,early,BRT,M,38.1,
BRT_1992_016,A,early,BRT,M,48.3,
CHIN_1992_056,A,early,CHIN,M,50.8,
CHIN_1992_079,A,early,CHIN,M,62.2,
CHIN_1992_080,A,mid,CHIN,M,61,
CHIN_1992_081,A,early,CHIN,M,88.9,
CHIN_1992_082,A,early,CHIN,M,66, 
CHIN_1992_083,A,early,CHIN,M,94,
CHIN_1992_087,A,late,CHIN,F,88.9,7.94
BRT_1992_022,A,early,BRT,F,58.4,
RBT_1992_009,A,early,RBT,F,50.8,
CHIN_1992_089,A,early,CHIN,M,88.9,
CHIN_1992_090,A,mid,CHIN,M,96.5,
CHIN_1992_091,A,early,CHIN,M,101.6,
CHIN_1992_095,A,early,CHIN,M,63.5,
CHIN_1992_096,A,early,CHIN,F,83.8,
CHIN_1992_098,A,early,CHIN,M,55.9,
CHIN_1992_099,A,early,CHIN,M,88.9,
CHIN_1992_100,A,early,CHIN,M,61,
CHIN_1992_101,A,mid,CHIN,M,76.2,
CHIN_1992_102,A,mid,CHIN,M,63.5,
CHIN_1992_103,A,early,CHIN,M,88.9,
CHIN_1992_106,A,mid,CHIN,M,101.6,
CHIN_1992_107,A,early,CHIN,M,50.8,
CHIN_1992_108,A,early,CHIN,M,48.3,
CHIN_1992_109,A,early,CHIN,M,61,
CHIN_1992_110,A,early,CHIN,M,58.4,
CHIN_1992_113,A,early,CHIN,M,91.4,
CHIN_1992_117,A,mid,CHIN,M,86.4,
CHIN_1992_119,A,early,CHIN,M,58.4,
CHIN_1992_120,A,mid,CHIN,F,92.7,
CHIN_1992_121,A,mid,CHIN,M,76.2,
CHIN_1992_122,A,mid,CHIN,M,78.7,
CHIN_1992_124,A,early,CHIN,F,83.8,
CHIN_1992_125,A,early,CHIN,M,88.9,
CHIN_1992_126,A,early,CHIN,F,91.4,
CHIN_1992_127,A,early,CHIN,M,77.5,
CHIN_1992_129,A,early,CHIN,M,66.7,
LKT_1992_001,A,early,LKT,F,71.1,
BRT_1992_025,A,early,BRT,M,39.4,
BRT_1992_028,A,early,BRT,M,59.1,
CHIN_1992_133,A,early,CHIN,M,61.6,
CHIN_1992_134,A,early,CHIN,M,59.1,
CHIN_1992_136,A,early,CHIN,M,86.4,
CHIN_1992_137,A,early,CHIN,M,97.8,
CHIN_1992_138,A,early,CHIN,F,83.8,
CHIN_1992_139,A,early,CHIN,M,57.2,
CHIN_1992_140,A,early,CHIN,M,54.6,
CHIN_1992_141,A,early,CHIN,M,64.8,
CHIN_1992_142,A,early,CHIN,M,62.9,
CHIN_1992_144,A,early,CHIN,F,94,
CHIN_1992_145,A,early,CHIN,M,90.2,
CHIN_1992_149,A,early,CHIN,M,102.9,
CHIN_1992_150,A,early,CHIN,F,94,
CHIN_1992_151,A,early,CHIN,M,81.3,
CHIN_1992_152,A,early,CHIN,M,50.8,
CHIN_1992_154,A,early,CHIN,M,52.1,
CHIN_1992_156,A,early,CHIN,M,55.2,
BRT_1992_035,A,early,BRT,M,42.5,
CHIN_1992_159,A,early,CHIN,M,106.7,
CHIN_1992_160,A,early,CHIN,M,100.3,
CHIN_1992_161,A,early,CHIN,M,56.5,
CHIN_1992_162,A,early,CHIN,M,87.6,
ATS_1992_017,A,early,ATS,F,71.8,3.18
BRT_1992_036,A,early,BRT,F,52.1,
BRT_1992_037,A,early,BRT,F,42.5,
RBT_1992_017,A,early,RBT,M,54.6,
RBT_1992_018,A,early,RBT,M,50.2,
CHIN_1992_164,A,early,CHIN,M,43.2,
CHIN_1992_166,A,early,CHIN,M,58.4,
CHIN_1992_167,A,early,CHIN,M,50.8,
CHIN_1992_168,A,early,CHIN,M,48.3,
CHIN_1992_169,A,early,CHIN,F,81.3,
CHIN_1992_172,A,early,CHIN,M,63.5,
CHIN_1992_173,A,early,CHIN,M,53.3,
CHIN_1992_174,A,early,CHIN,M,53.3,
CHIN_1992_175,A,early,CHIN,M,80.6,
CHIN_1992_176,A,early,CHIN,M,86.4,
CHIN_1992_177,A,early,CHIN,F,87.6,
CHIN_1992_180,A,early,CHIN,F,87.6,
CHIN_1992_181,A,early,CHIN,M,63.5,
CHIN_1992_182,A,early,CHIN,F,87.6,
CHIN_1992_183,A,early,CHIN,F,85.1,
CHIN_1992_186,A,early,CHIN,M,62.2,
CHIN_1992_187,A,early,CHIN,M,58.4,
BRT_1992_044,A,early,BRT,F,45.7,
BRT_1992_050,A,early,BRT,M,45.7,
RBT_1992_025,A,early,RBT,M,81.3,
RBT_1992_028,A,early,RBT,M,52.1,
RBT_1992_030,A,early,RBT,M,48.3,
RBT_1992_032,A,early,RBT,M,49.5,
WHT_1992_020,A,early,WHT,F,55.9,
CHIN_1992_190,A,early,CHIN,M,50.8,
CHIN_1992_191,A,early,CHIN,M,61,
CHIN_1992_193,A,early,CHIN,M,50.8,
CHIN_1992_194,A,early,CHIN,M,114.3,
CHIN_1992_195,A,early,CHIN,M,50.8,
CHIN_1992_196,A,early,CHIN,M,71.1,
CHIN_1992_197,A,early,CHIN,M,63.5,
CHIN_1992_198,A,early,CHIN,M,61,
CHIN_1992_199,A,early,CHIN,M,48.3,
CHIN_1992_202,A,early,CHIN,F,94,
CHIN_1992_204,A,early,CHIN,M,86.4,
CHIN_1992_205,A,early,CHIN,M,63.5,
CHIN_1992_206,A,early,CHIN,M,99.1,
CHIN_1992_207,A,early,CHIN,F,88.9,
CHIN_1992_208,A,early,CHIN,M,88.9,
CHIN_1992_209,A,early,CHIN,M,50.8,
CHIN_1992_210,A,early,CHIN,M,50.8,
CHIN_1992_211,A,early,CHIN,M,48.3,
CHIN_1992_212,A,early,CHIN,M,55.9,
CHIN_1992_213,A,early,CHIN,M,76.2,
RBT_1992_035,A,early,RBT,M,61,
RBT_1992_037,A,early,RBT,M,52.1,
RBT_1992_038,A,early,RBT,F,55.9,
RBT_1992_040,A,early,RBT,M,55.9,
CHIN_1992_214,A,early,CHIN,M,55.9,
CHIN_1992_215,A,early,CHIN,M,58.4,
CHIN_1992_216,A,early,CHIN,M,68.6,
CHIN_1992_217,A,early,CHIN,M,55.9,
CHIN_1992_218,A,early,CHIN,M,48.3,
CHIN_1992_219,A,early,CHIN,M,78.7,
CHIN_1992_220,A,early,CHIN,M,88.9,
CHIN_1992_221,A,early,CHIN,F,94,
CHIN_1992_224,A,early,CHIN,M,58.4,
CHIN_1992_225,A,early,CHIN,M,61,
CHIN_1992_227,A,early,CHIN,M,61,
CHIN_1992_228,A,early,CHIN,M,55.9,
CHIN_1992_229,A,early,CHIN,M,91.4,
CHIN_1992_230,A,early,CHIN,F,94,
CHIN_1992_231,A,early,CHIN,M,94,
BRT_1992_053,A,early,BRT,M,43.8,
BRT_1992_054,A,early,BRT,M,53.3,
BRT_1992_055,A,early,BRT,M,45.7,
RBT_1992_044,A,early,RBT,F,51.4,
RBT_1992_048,A,early,RBT,F,48.3,
RBT_1992_052,A,early,RBT,F,57.2,
CHIN_1992_232,A,early,CHIN,M,58.4,
CHIN_1992_234,A,early,CHIN,M,58.4,
CHIN_1992_235,A,early,CHIN,M,58.4,
CHIN_1992_236,A,early,CHIN,M,51.4,
CHIN_1992_237,A,early,CHIN,M,58.4,
CHIN_1992_241,A,early,CHIN,M,94,
CHIN_1992_242,A,early,CHIN,M,53.3,
CHIN_1992_243,A,early,CHIN,F,86.4,
CHIN_1992_244,A,early,CHIN,M,63.5,
CHIN_1992_245,A,early,CHIN,M,50.8,
CHIN_1992_246,A,early,CHIN,M,76.2,
CHIN_1992_247,A,early,CHIN,M,48.3,
CHIN_1992_248,A,early,CHIN,M,91.4,
CHIN_1992_250,A,early,CHIN,M,94,
CHIN_1992_251,A,early,CHIN,M,53.3,
CHIN_1992_252,A,early,CHIN,M,96.5,
BRT_1992_059,A,early,BRT,M,61,
RBT_1992_059,A,early,RBT,F,55.9,
RBT_1992_060,A,early,RBT,F,58.4,
RBT_1992_062,A,early,RBT,F,73.7,
RBT_1992_064,A,early,RBT,F,52.1,
RBT_1992_066,A,early,RBT,F,54,
RBT_1992_067,A,early,RBT,M,52.1,
CHIN_1992_259,A,early,CHIN,M,66,
CHIN_1992_261,A,early,CHIN,M,50.8,
CHIN_1992_262,A,early,CHIN,M,50.8,
CHIN_1992_263,A,early,CHIN,M,58.4,
CHIN_1992_264,A,early,CHIN,M,48.3,
CHIN_1992_265,A,early,CHIN,M,61,
CHIN_1992_266,A,early,CHIN,M,58.4,
CHIN_1992_267,A,early,CHIN,M,53.3,
CHIN_1992_268,A,early,CHIN,M,58.4,
CHIN_1992_270,A,early,CHIN,M,61,
CHIN_1992_272,A,early,CHIN,M,99.1,
CHIN_1992_273,A,early,CHIN,M,55.9,
CHIN_1992_274,A,early,CHIN,M,50.2,
CHIN_1992_275,A,early,CHIN,M,55.2,
CHIN_1992_279,A,early,CHIN,M,83.8,
BRT_1992_060,A,early,BRT,F,40.6,
BRT_1992_063,A,early,BRT,M,53.3,
RBT_1992_069,A,early,RBT,F,53.3,
RBT_1992_073,A,early,RBT,M,73.7,
WHT_1992_252,A,early,WHT,,53.3,
CHIN_1992_290,A,early,CHIN,M,94,
CHIN_1992_291,A,early,CHIN,M,66,
CHIN_1992_292,A,early,CHIN,M,96.5,
CHIN_1992_293,A,early,CHIN,M,88.9,
CHIN_1992_294,A,early,CHIN,M,53.3,
CHIN_1992_295,A,early,CHIN,M,86.6,
BRT_1992_065,A,early,BRT,F,49.5,
BRT_1992_066,A,early,BRT,M,50.8,
RBT_1992_074,A,early,RBT,F,47,
RBT_1992_076,A,early,RBT,F,66,
RBT_1992_077,A,early,RBT,F,67.3,
WHT_1992_031,A,early,WHT,,50.8,
CHIN_1992_296,A,early,CHIN,M,55.9,
CHIN_1992_297,A,early,CHIN,M,81.3,
CHIN_1992_298,A,early,CHIN,M,76.2,
BRT_1992_068,A,early,BRT,F,62.2,
RBT_1992_079,A,early,RBT,M,53.3,
CHIN_1992_299,A,early,CHIN,M,81.3,
CHIN_1992_301,A,early,CHIN,M,59.7,
CHIN_1992_302,A,early,CHIN,F,76.2,
CHIN_1992_303,A,early,CHIN,M,91.4,
CHIN_1992_304,A,early,CHIN,M,50.8,
CHIN_1992_305,A,early,CHIN,M,50.8,
CHIN_1992_306,A,early,CHIN,M,63.5,
CHIN_1992_307,A,early,CHIN,M,53.3,
CHIN_1992_308,A,early,CHIN,M,61,
CHIN_1992_309,A,early,CHIN,M,59.7,
RBT_1992_083,A,early,RBT,F,63.5,
CHIN_1992_310,A,early,CHIN,M,55.9,
CHIN_1992_311,A,early,CHIN,M,48.3,
CHIN_1992_312,A,early,CHIN,M,63.5,
CHIN_1992_313,A,early,CHIN,M,94,
CHIN_1992_314,A,early,CHIN,M,106.7,
CHIN_1992_315,A,early,CHIN,M,55.9,
CHIN_1992_316,A,early,CHIN,M,61,
CHIN_1992_317,A,early,CHIN,M,73.7,
CHIN_1992_318,A,early,CHIN,M,91.4,
RBT_1992_085,A,early,RBT,M,63.5,
RBT_1992_087,A,early,RBT,F,52.1,
RBT_1992_088,A,early,RBT,M,68.6,
CHIN_1992_319,A,early,CHIN,F,71.1,
CHIN_1992_320,A,early,CHIN,M,53.3,
CHIN_1992_321,A,early,CHIN,M,53.3,
CHIN_1992_322,A,early,CHIN,M,58.4,
CHIN_1992_323,A,early,CHIN,F,88.9,
CHIN_1992_324,A,early,CHIN,M,53.3,
CHIN_1992_326,A,early,CHIN,M,50.8,
BRT_1992_074,A,early,BRT,M,58.4,
CHIN_1992_327,A,early,CHIN,M,94,
CHIN_1992_328,A,early,CHIN,F,88.9,
BRT_1992_076,A,early,BRT,M,55.9,
RBT_1992_077,A,early,RBT,F,67.3,
RBT_1992_089,A,early,RBT,F,81.3,
CHIN_1992_329,A,early,CHIN,M,83.8,
CHIN_1992_330,A,early,CHIN,M,91.4,
CHIN_1992_331,A,early,CHIN,M,86.4,
CHIN_1992_333,A,early,CHIN,M,83.8,
BRT_1992_079,A,early,BRT,F,53.3,
COHO_1992_013,A,early,COHO,F,63.5,
RBT_1992_092,A,early,RBT,M,58.4,
RBT_1992_093,A,early,RBT,M,55.9,
RBT_1992_094,A,early,RBT,M,53.3,
CHIN_1992_334,A,early,CHIN,M,81.3,
CHIN_1992_335,A,early,CHIN,M,86.4,
CHIN_1992_336,A,early,CHIN,M,73.7,
CHIN_1992_337,A,early,CHIN,F,85.1,
BRT_1992_081,A,early,BRT,M,71.1,
COHO_1992_014,A,early,COHO,M,58.4,
RBT_1992_095,A,early,RBT,M,66,
RBT_1992_096,A,early,RBT,F,53.3,
RBT_1992_099,A,early,RBT,M,50.8,
CHIN_1992_333,A,early,CHIN,M,83.8,
CHIN_1992_339,A,early,CHIN,M,40.6,
RBT_1992_102,A,early,RBT,F,45.7,
WHT_1992_041,A,early,WHT,,48.9,
WHT_1992_042,A,early,WHT,,51.4,
CHIN_1992_340,A,early,CHIN,M,76.2,
CHIN_1992_341,A,early,CHIN,M,88.9,
CHIN_1992_343,A,early,CHIN,F,85.1,
RBT_1992_103,A,early,RBT,F,48.3,
CHIN_1992_344,A,early,CHIN,M,55.9,
RBT_1992_104,A,early,RBT,F,48.3,
RBT_1992_105,A,early,RBT,F,53.3,
RBT_1992_106,A,early,RBT,M,76.2,
CHIN_1992_345,A,early,CHIN,M,83.8,
RBT_1992_108,A,early,RBT,F,48.3,
